"Highland Cow","Gain +2 trumpets for each 3 health this has."
"Highland Cow","Gain +3 trumpets for each 3 health this has."
Komodo,"Give friends ahead +1 attack and +1 health and then shuffle their positions."
Komodo,"Give friends ahead +2 attack and +2 health and then shuffle their positions."
Komodo,"Give friends ahead +3 attack and +3 health and then shuffle their positions."
Leopard,"Deal 50% attack damage to one random enemy."
Leopard,"Deal 50% attack damage to three random enemy."
Leopard,"Deal 50% attack damage to two random enemy."
Lioness,"Give current and future shop pets +2 attack and +2 health."
Lioness,"Give current and future shop pets +4 attack and +4 health."
Lioness,"Give current and future shop pets +6 attack and +6 health."
Lionfish,"Deal 12 damage to one random enemy. Repeat for each 10 attack this has."
Lionfish,"Deal 4 damage to one random enemy. Repeat for each 10 attack this has."
Lionfish,"Deal 8 damage to one random enemy. Repeat for each 10 attack this has."
Mammoth,"Give all friends +2 attack and +2 health."
Mammoth,"Give all friends +4 attack and +4 health."
Mammoth,"Give all friends +6 attack and +6 health."
"Mantis Shrimp","Deal 10 damage to the first enemy."
"Mantis Shrimp","Deal 10 damage to the first enemy. Triggers 2 times."
"Mantis Shrimp","Deal 10 damage to the first enemy. Triggers 3 times."
Mongoose,"Choose one level 1 toy from tier 6. "
Mongoose,"Choose one level 2 toy from tier 6. "
Mongoose,"Choose one level 3 toy from tier 6. "
Octopus,"Deal 6 damage to one random enemy."
Octopus,"Deal 6 damage to three random enemies."
Octopus,"Deal 6 damage to two random enemies."
Orca,"Summon one random pet with Faint ability from any pack."
Orca,"Summon three random pets with Faint ability from any pack."
Orca,"Summon two random pets with Faint ability from any pack."
Ostrich,"Gain +1 attack and +1 health for every tier 5 pet or higher in the shop."
Ostrich,"Gain +2 attack and +2 health for every tier 5 pet or higher in the shop."
Ostrich,"Gain +3 attack and +3 health for every tier 5 pet or higher in the shop."
Oyster,"Gain +3 gold."
Oyster,"Gain +6 gold."
Oyster,"Gain +9 gold."
Piranha,"Give friends +3 attack."
Piranha,"Give friends +6 attack."
Piranha,"Give friends +9 attack."
Pteranodon,"If it was a Faint pet, activate its ability again. Works 1 time per turn."
Pteranodon,"If it was a Faint pet, activate its ability again. Works 2 times per turn."
Pteranodon,"If it was a Faint pet, activate its ability again. Works 3 times per turn."
Puma,"Friendly toy repeats its ability as level 1."
Puma,"Friendly toy repeats its ability as level 2."
Puma,"Friendly toy repeats its ability as level 3."
Reindeer,"Gain Melon. Works 1 time per battle."
Reindeer,"Gain Melon. Works 2 times per battle."
Reindeer,"Gain Melon. Works 3 times per battle."
"Sabertooth Tiger","Summon one random tier 1 pet as a 12/12."
"Sabertooth Tiger","Summon one random tier 1 pet as a 18/18."
"Sabertooth Tiger","Summon one random tier 1 pet as a 6/6."
Sauropod,"Gain +1 gold. Works 3 times per turn."
Sauropod,"Gain +2 gold. Works 3 times per turn."
Sauropod,"Gain +3 gold. Works 3 times per turn."
Snake,"Deal 10 damage to one random enemy."
Snake,"Deal 15 damage to one random enemy."
Snake,"Deal 5 damage to one random enemy."
Spinosaurus,"Give one random friend +3 attack and +2 health."
Spinosaurus,"Give one random friend +6 attack and +4 health."
Spinosaurus,"Give one random friend +9 attack and +6 health."
Stegosaurus,"Give one random friend without held food +1 attack and +1 health until end of battle. Multiply with turn number."
Stegosaurus,"Give one random friend without held food +2 attack and +2 health until end of battle. Multiply with turn number."
Stegosaurus,"Give one random friend without held food +3 attack and +3 health until end of battle. Multiply with turn number."
Tapir,"Summon one level 1 copy of a random friendly pet. Except other Tapirs!"
Tapir,"Summon one level 2 copy of a random friendly pet. Except other Tapirs!"
Tapir,"Summon one level 3 copy of a random friendly pet. Except other Tapirs!"
Tiger,"The friend ahead repeats their ability in battle as if they were level 1."
Tiger,"The friend ahead repeats their ability in battle as if they were level 2."
Tiger,"The friend ahead repeats their ability in battle as if they were level 3."
Tyrannosaurus,"Give all tier 5 friends or higher +2 attack and +1 health."
Tyrannosaurus,"Give all tier 5 friends or higher +4 attack and +2 health."
Tyrannosaurus,"Give all tier 5 friends or higher +6 attack and +3 health."
Velociraptor,"Give Coconut to one random Strawberry friend."
Velociraptor,"Give Coconut to three random Strawberry friends."
Velociraptor,"Give Coconut to two random Strawberry friends."
Walrus,"Give one random friend Peanuts."
Walrus,"Give three random friends Peanuts."
Walrus,"Give two random friends Peanuts."
Warthog,"Give random friends +1 attack and +1 health for every 3 attack this has. "
Warthog,"Give random friends +2 attack and +2 health for every 3 attack this has.  "
Warthog,"Give random friends +3 attack and +3 health for every 3 attack this has. "
"White Tiger","Make the nearest friend behind +3 experience."
"White Tiger","Make the nearest three friends behind +3 experience."
"White Tiger","Make the nearest two friends behind +3 experience."
Wildebeest,"Spend 4 trumpets to gain CoconutCoconut Perk. Works 1 time per battle."
Wildebeest,"Spend 4 trumpets to gain CoconutCoconut Perk. Works 2 times per battle. "
Wildebeest,"Spend 4 trumpets to gain CoconutCoconut Perk. Works 3 times per battle."
Wolverine,"Adjacent friendly abilities deal 3 damage extra."
Wolverine,"Adjacent friendly abilities deal 6 damage extra. "
Wolverine,"Adjacent friendly abilities deal 9 damage extra."
