Monkey,"Give right-most friend +4 attack and +6 health."
Monkey,"Give right-most friend +6 attack and +9 health."
Moose,"Unfreeze shop and give one random friend +3 health for each tier 1 shop pet."
Mosasaurus,"Give adjacent friends +3 attack and +3 health."
Mosasaurus,"Give adjacent friends +6 attack and +6 health."
Mosasaurus,"Give adjacent friends +9 attack and +9 health."
"Nurse Shark","Spend up to 6 trumpets and deal triple as damage to one random enemy."
"Nurse Shark","Spend up to 6 trumpets and deal triple as damage to three random enemies."
"Nurse Shark","Spend up to 6 trumpets and deal triple as damage to two random enemies."
Nyala,"Gain +16 trumpets."
Nyala,"Gain +24 trumpets."
Nyala,"Gain +8 trumpets."
Panther,"Perks are four times stronger on this"
Panther,"Perks are three times stronger on this"
Panther,"Perks are two times stronger on this"
"Polar Bear","Give one random frozen shop pet +12 attack and +12 health."
"Polar Bear","Give one random frozen shop pet +4 attack and +4 health."
"Polar Bear","Give one random frozen shop pet +8 attack and +8 health."
Poodle,"Give +1 attack and +1 health to one friend of each tier."
Poodle,"Give +2 attack and +2 health to one friend of each tier."
Poodle,"Give +3 attack and +3 health to one friend of each tier."
Rhino,"Deal 12 damage to the first enemy. Double against tier 1 pets."
Rhino,"Deal 4 damage to the first enemy. Double against tier 1 pets."
Rhino,"Deal 8 damage to the first enemy. Double against tier 1 pets."
Rooster,"Summon one Chick with 1 health and 50% attack of this."
Rooster,"Summon three Chicks with 1 health and 50% attack of this."
Rooster,"Summon two Chicks with 1 health and 50% attack of this."
Scorpion,"Gain Peanut perk."
Seal,"Give three random friends +1 attack."
Seal,"Give three random friends +2 attack."
Seal,"Give three random friends +3 attack."
Shark,"Gain +1 attack and +2 health. Double out of battle."
Shark,"Gain +2 attack and +4 health. Double out of battle."
Shark,"Gain +3 attack and +6 health. Double out of battle."
Shoebill,"Give Strawberry friend +1 attack and +2 health."
Shoebill,"Give Strawberry friend +2 attack and +4 health."
Shoebill,"Give Strawberry friend +3 attack and +6 health."
"Siberian Husky","Give with no held food +1 attack and +1 health."
"Siberian Husky","Give with no held food +2 attack and +2 health."
"Siberian Husky","Give with no held food +3 attack and +3 health."
"Silver Fox","Gain +1 gold on next turn. Works 3 times per battle."
"Silver Fox","Gain +2 gold on next turn. Works 3 times per battle."
"Silver Fox","Gain +3 gold on next turn. Works 3 times per battle."
"Snapping Turtle","Give Skewer Perk to the nearest friend behind."
"Snapping Turtle","Give Skewer Perk to the three nearest friends behind."
"Snapping Turtle","Give Skewer Perk to the two nearest friends behind."
"Sting Ray","Choose one level 1 toy from tier 5. "
"Sting Ray","Choose one level 2 toy from tier 5. "
"Sting Ray","Choose one level 3 toy from tier 5. "
Stonefish,"Deal attack damage directly back to whoever knocked this out."
Stonefish,"Deal double attack damage directly back to whoever knocked this out."
Stonefish,"Deal triple attack damage directly back to whoever knocked this out."
"Sword Fish","Deal 100% attack damage to the most healthy enemy and itself."
"Sword Fish","Deal 200% attack damage to the most healthy enemy and itself."
"Sword Fish","Deal 300% attack damage to the most healthy enemy and itself."
Triceratops,"Give one random friend +3 attack and +3 health."
Triceratops,"Give one random friend +6 attack and +6 health."
Triceratops,"Give one random friend +9 attack and +9 health."
Turkey,"Give it +2 attack and +3 health."
Turkey,"Give it +4 attack and +6 health."
Turkey,"Give it +6 attack and +9 health."
Vulture,"Deal 12 damage to one random enemy."
Vulture,"Deal 4 damage to one random enemy."
Vulture,"Deal 8 damage to one random enemy."
Wolf,"Summon three 3/2 Pigs."
Wolf,"Summon three 6/4 Pigs."
Wolf,"Summon three 9/6 Pigs."
Zebra,"Give one random friend +2 attack and +2 health."
Zebra,"Give one random friend +4 attack and +4 health."
Zebra,"Give one random friend +6 attack and +6 health."
