Spider,"Summon one level 3 tier 3 pet as a 6/6."
Squid,"Spend 1 Trumpet to give the first enemy Ink."
Squid,"Spend 1 Trumpet to give the three first enemies Ink."
Squid,"Spend 1 Trumpet to give the two first enemies Ink."
Stoat,"Summon one level 1 pet from your current tier as a 1/1."
Stoat,"Summon one level 2 pet from your current tier as a 1/1."
Stoat,"Summon one level 3 pet from your current tier as a 1/1."
Stork,"Summon one level 1 pet from the previous shop tier."
Stork,"Summon one level 2 pet from the previous shop tier."
Stork,"Summon one level 3 pet from the previous shop tier."
Swan,"Gain +1 gold."
Swan,"Gain +2 gold."
Swan,"Gain +3 gold."
"Tabby Cat","Give friends +1 attack until end of battle."
"Tabby Cat","Give friends +2 attack until end of battle."
"Tabby Cat","Give friends +3 attack until end of battle."
Toucan,"Copy food perk to the nearest friend behind."
Toucan,"Copy food perk to the three nearest friends behind."
Toucan,"Copy food perk to the two nearest friends behind."
Wombat,"Copy Faint Ability as level 1 from the highest tier enemy."
Wombat,"Copy Faint Ability as level 2 from the highest tier enemy."
Wombat,"Copy Faint Ability as level 3 from the highest tier enemy."
Worm,"Stock one 2-gold Apple."
Worm,"Stock one 2-gold Best Apple."
Worm,"Stock one 2-gold Better Apple."
Yak,"Deal 1 damage to itself and gain +1 attack."
Yak,"Deal 1 damage to itself and gain +2 attack."
Yak,"Deal 1 damage to itself and gain +3 attack."
