Pelican,"Give one random Strawberry friend +6 attack and +3 health."
Penguin,"Give two level 2 or higher friends +1 attack and +1 health."
Penguin,"Give two level 2 or higher friends +2 attack and +2 health."
Penguin,"Give two level 2 or higher friends +3 attack and +3 health."
Platypus,"Summon one level 1 Duck and Beaver."
Platypus,"Summon one level 2 Duck and Beaver."
Platypus,"Summon one level 3 Duck and Beaver."
"Poison Dart Frog","Deal 3 damage to the highest health enemy."
"Poison Dart Frog","Deal 6 damage to the highest health enemy."
"Poison Dart Frog","Deal 9 damage to the highest health enemy."
"Praying Mantis","Knock out adjacent friends and gain +2 attack and +2 health."
"Praying Mantis","Knock out adjacent friends and gain +4 attack and +4 health."
"Praying Mantis","Knock out adjacent friends and gain +6 attack and +6 health."
"Saiga Antelope","Gain +1 trumpet."
"Saiga Antelope","Gain +2 trumpets."
"Saiga Antelope","Gain +3 trumpets."
Seagull,"Copy this pets food perk to it. Works 1 time per turn."
Seagull,"Copy this pets food perk to it. Works 2 times per turn."
Seagull,"Copy this pets food perk to it. Works 3 times per turn."
Sealion,"Give friends behind +1 attack and friends ahead +1 health."
Sealion,"Give friends behind +2 attack and friends ahead +2 health."
Sealion,"Give friends behind +3 attack and friends ahead +3 health."
"Secretary Bird","Give the nearest friend ahead +3 attack and +3 health."
"Secretary Bird","Give the nearest friend ahead +6 attack and +6 health."
"Secretary Bird","Give the nearest friend ahead +9 attack and +9 health."
Skunk,"Reduce the highest health enemy by 33% health."
Skunk,"Reduce the highest health enemy by 66% health."
Skunk,"Reduce the highest health enemy by 99% health."
Slug,"Summon one 2/2 Smaller Slug that summons one 1/1 Smallest Slug."
Slug,"Summon one 4/4 Smaller Slug that summons one 2/2 Smallest Slug."
Slug,"Summon one 6/6 Smaller Slug that summons one 3/3 Smallest Slug."
Squirrel,"Discount all shop food by 1 gold."
Squirrel,"Discount all shop food by 2 gold."
Squirrel,"Discount all shop food by 3 gold."
Tahr,"Give Chili Perk to the nearest friend behind."
Tahr,"Give Chili Perk to the three nearest friends behind."
Tahr,"Give Chili Perk to the two nearest friends behind."
Turtle,"Give Melon Perk to the nearest friend behind."
Turtle,"Give Melon Perk to the three nearest friends behind."
Turtle,"Give Melon Perk to the two nearest friends behind."
Vaquita,"Gain +100% trumpets."
Vaquita,"Gain +150% trumpets."
Vaquita,"Gain +50% trumpets."
"Whale Shark","Remove it and gain +2 attack and +2 health."
"Whale Shark","Remove it and gain +4 attack and +4 health."
"Whale Shark","Remove it and gain +6 attack and +6 health."
Whale,"Swallow the nearest friend ahead and summon a new level 1 after fainting."
Whale,"Swallow the nearest friend ahead and summon a new level 2 after fainting."
Whale,"Swallow the nearest friend ahead and summon a new level 3 after fainting."
